forecast_time,track_id,ensemble_member,valid_time,lead_time,latitude,longitude,pressure,wind_speed,radius_of_maximum_winds_km,radius_34_knot_winds_ne_km,radius_34_knot_winds_se_km,radius_34_knot_winds_sw_km,radius_34_knot_winds_nw_km,radius_50_knot_winds_ne_km,radius_50_knot_winds_se_km,radius_50_knot_winds_sw_km,radius_50_knot_winds_nw_km,radius_64_knot_winds_ne_km,radius_64_knot_winds_se_km,radius_64_knot_winds_sw_km,radius_64_knot_winds_nw_km
2024-11-08 12:00:00,AL182024,0.0,2024-11-08 12:00:00,0.0,24.4,-88.4,962.0,95.0,27.77998988808368,148.15994606977964,129.6399528110572,111.11995955233472,148.15994606977964,74.07997303488982,74.07997303488982,55.55997977616736,74.07997303488982,46.29998314680613,37.03998651744491,37.03998651744491,46.29998314680613
2024-11-08 12:00:00,AL182024,0.0,2024-11-08 18:00:00,6.0,24.67,-89.03,977.3,78.9,33.465606689453125,144.3033905029297,111.80768585205078,76.22017669677734,117.14030456542967,67.63041687011719,53.66215515136719,38.7205696105957,56.46849822998047,29.226680755615234,23.65370750427246,18.37095832824707,24.642791748046875
2024-11-08 12:00:00,AL182024,0.0,2024-11-09 00:00:00,12.0,25.02,-89.71,984.4,64.4,62.32377243041992,134.8247528076172,114.27072143554688,80.9673843383789,110.4168930053711,49.36221694946289,40.35487365722656,26.842653274536133,37.254154205322266,4.51265811920166,1.8791825771331787,0.5423785448074341,2.884032726287842
2024-11-08 12:00:00,AL182024,0.0,2024-11-09 06:00:00,18.0,25.26,-90.73,983.1,69.5,37.66538238525391,127.77283477783205,104.90895080566406,72.20195007324219,99.19497680664062,24.697978973388672,17.274614334106445,9.206768035888672,17.016571044921875,1.0283524990081787,0.0,0.0,0.4927533864974975
2024-11-08 12:00:00,AL182024,0.0,2024-11-09 12:00:00,24.0,25.22,-91.12,986.4,66.1,40.87141799926758,143.36756896972656,124.9806900024414,85.00044250488281,123.36613464355467,72.60903930664062,62.02914047241211,49.27647018432617,63.00739669799805,36.56342315673828,32.34210205078125,26.06829261779785,31.26702880859375
2024-11-08 12:00:00,AL182024,0.0,2024-11-09 18:00:00,30.0,25.61,-91.47,994.0,52.1,52.77973556518555,135.85728454589844,117.08162689208984,83.5794906616211,106.85099029541016,48.98834609985352,41.37598419189453,29.27049446105957,37.974388122558594,2.110859632492065,0.6767667531967163,0.0,1.3960239887237549
2024-11-08 12:00:00,AL182024,0.0,2024-11-10 00:00:00,36.0,26.01,-91.38,996.7,48.1,48.78981018066406,43.71070098876953,30.971773147583008,9.54112148284912,27.89454460144043,5.111585140228272,3.2425036430358887,0.637869656085968,2.7761240005493164,0.3428329825401306,0.0,0.0,0.2387423664331436
2024-11-08 12:00:00,AL182024,0.0,2024-11-10 06:00:00,42.0,26.26,-91.53,995.4,53.8,41.32684326171875,109.24142456054688,92.36441040039062,57.76308059692383,80.01968383789062,31.008501052856445,24.28368759155273,14.565452575683594,22.381572723388672,1.2585413455963137,0.0,0.0,0.5448157787322998
2024-11-08 12:00:00,AL182024,0.0,2024-11-10 12:00:00,48.0,26.87,-91.07,996.0,52.0,57.729034423828125,191.33262634277344,171.2432098388672,111.4973373413086,147.69105529785156,68.98311614990234,60.530155181884766,43.5619010925293,53.342041015625,2.166006803512573,0.6788891553878784,0.0,0.9396640062332152
2024-11-08 12:00:00,AL182024,0.0,2024-11-10 18:00:00,54.0,27.74,-90.44,1000.2,41.1,125.47119903564452,102.72367095947266,89.04420471191406,59.987548828125,78.69208526611328,0.278855413198471,0.0,0.0,0.386525422334671,0.0852228850126266,0.0,0.0,0.1682592332363128
