forecast_time,track_id,ensemble_member,valid_time,lead_time,latitude,longitude,pressure,wind_speed,radius_of_maximum_winds_km,radius_34_knot_winds_ne_km,radius_34_knot_winds_se_km,radius_34_knot_winds_sw_km,radius_34_knot_winds_nw_km,radius_50_knot_winds_ne_km,radius_50_knot_winds_se_km,radius_50_knot_winds_sw_km,radius_50_knot_winds_nw_km,radius_64_knot_winds_ne_km,radius_64_knot_winds_se_km,radius_64_knot_winds_sw_km,radius_64_knot_winds_nw_km
2024-11-04,SYNTHETIC_001,0.0,2024-11-04 00:00:00,0.0,5.9738,-78.1784,1004.0,30.0,129.6399528110572,,,,,,,,,,,,
2024-11-04,SYNTHETIC_001,0.0,2024-11-04 06:00:00,6.0,5.683800000000001,-78.1084,1003.4,28.7,90.2676239013672,0.0,0.0,0.0,0.0,0.0,0.304009199142456,0.0285019669681787,0.0,0.0080437660217285,0.0,0.0,0.0
2024-11-04,SYNTHETIC_001,0.0,2024-11-04 12:00:00,12.0,6.913799999999999,-78.1784,1002.3,26.7,142.2986602783203,0.0,0.0,0.0,0.0,0.0,0.0087290192022919,0.2773419022560119,0.04691057279706,0.0338068678975105,0.0722934901714325,0.0,0.0
2024-11-04,SYNTHETIC_001,0.0,2024-11-04 18:00:00,18.0,7.333799999999999,-78.8684,1003.4,31.4,106.71790313720705,5.419301509857178,3.212233304977417,0.0,0.9815088510513306,0.0,0.0,0.0,0.0,0.1202837228775024,0.0115756848827004,0.0,0.0
2024-11-04,SYNTHETIC_001,0.0,2024-11-05 00:00:00,24.0,7.833799999999999,-79.4784,1000.6,39.1,113.98111724853516,103.87629699707033,96.535888671875,78.49198150634766,86.96492767333984,0.2023490220308303,0.0074227065779268,0.0,0.0,0.0824842453002929,0.0,0.0,0.020012903958559
2024-11-04,SYNTHETIC_001,0.0,2024-11-05 06:00:00,30.0,8.683800000000002,-80.1584,1001.2,37.1,108.465576171875,16.860145568847656,9.906990051269531,0.0,7.048343181610107,0.3962254226207733,0.2166982889175415,0.0,0.0,0.114961452782154,0.0,0.0,0.0386548601090908
2024-11-04,SYNTHETIC_001,0.0,2024-11-05 12:00:00,36.0,9.7838,-80.6484,997.6,45.6,68.63319396972656,59.76487731933594,48.22115707397461,24.81822204589844,40.21467971801758,0.2294179201126098,0.1656957864761352,0.0,0.0,0.0703373923897743,0.0303711891174316,0.0,0.0
2024-11-04,SYNTHETIC_001,0.0,2024-11-05 18:00:00,42.0,10.793800000000001,-81.4184,991.9,53.3,71.08219146728516,104.75936889648438,84.0529556274414,40.6338005065918,77.37020111083984,23.233530044555664,18.002851486206055,11.48684024810791,15.485812187194824,0.0,0.0,0.0,0.0
2024-11-04,SYNTHETIC_001,0.0,2024-11-06 00:00:00,48.0,11.483800000000002,-82.6084,980.9,72.7,23.33531379699707,113.553466796875,89.32494354248047,60.822940826416016,89.35645294189453,45.380001068115234,35.976104736328125,23.73031997680664,36.329368591308594,15.505521774291992,11.508631706237791,8.416071891784668,12.375761032104492
2024-11-04,SYNTHETIC_001,0.0,2024-11-06 06:00:00,54.0,12.273800000000001,-83.7984,977.7,78.1,36.92480850219727,203.8230438232422,178.37049865722656,138.1378936767578,173.12229919433594,72.09735107421875,58.90188217163086,45.11804962158203,61.64638137817383,39.02922058105469,33.66434097290039,26.498937606811523,33.32713317871094
2024-11-04,SYNTHETIC_001,0.0,2024-11-06 12:00:00,60.0,12.703800000000001,-84.6684,960.1,98.3,25.404050827026367,146.01353454589844,120.75792694091795,77.94474029541016,117.67201232910156,65.30426025390625,54.13863754272461,40.9970703125,54.892364501953125,33.00664138793945,27.38971519470215,22.72935485839844,28.43404006958008
2024-11-04,SYNTHETIC_001,0.0,2024-11-06 18:00:00,66.0,13.393800000000002,-85.4684,957.7,102.6,24.3244743347168,136.44972229003906,114.49561309814452,74.46827697753906,109.51959991455078,62.8875617980957,52.30610275268555,39.6317024230957,54.02566146850586,32.236873626708984,27.146821975708008,22.367616653442383,28.169017791748047
2024-11-04,SYNTHETIC_001,0.0,2024-11-07 00:00:00,72.0,13.893800000000002,-86.5384,953.5,105.2,20.7096004486084,175.16238403320312,149.77671813964844,114.91407012939452,151.51593017578125,85.29327392578125,72.78048706054688,58.53399658203125,74.6935806274414,45.473915100097656,39.32606506347656,33.09505844116211,39.87715530395508
2024-11-04,SYNTHETIC_001,0.0,2024-11-07 06:00:00,78.0,14.3338,-87.1384,950.9,109.2,37.65209197998047,170.76358032226562,141.8971710205078,99.4218521118164,143.81089782714844,80.64846801757812,66.71859741210938,53.22119140625,69.751708984375,44.0931510925293,38.18819808959961,31.78396987915039,39.133331298828125
2024-11-04,SYNTHETIC_001,0.0,2024-11-07 12:00:00,84.0,14.823800000000002,-88.2284,948.6,112.9,23.457365036010746,176.04591369628906,141.6485595703125,103.07234954833984,150.38442993164062,81.82295989990234,67.66421508789062,54.40236282348633,71.68885040283203,44.07109832763672,37.67218780517578,31.99891662597656,39.129913330078125
2024-11-04,SYNTHETIC_001,0.0,2024-11-07 18:00:00,90.0,14.6738,-88.9084,955.7,102.6,37.504432678222656,171.60360717773438,141.22743225097656,110.0569076538086,158.11094665527344,88.75103759765625,75.31684875488281,64.13062286376953,80.92023468017578,51.71011734008789,46.10667037963867,39.4541244506836,46.64044189453125
2024-11-04,SYNTHETIC_001,0.0,2024-11-08 00:00:00,96.0,14.643800000000002,-89.6384,941.1,120.5,17.058006286621094,156.18893432617188,126.16253662109376,103.1961441040039,138.41580200195312,67.98894500732422,55.83283615112305,46.116477966308594,60.723575592041016,35.77054977416992,30.553691864013672,26.99701690673828,32.82218933105469
2024-11-04,SYNTHETIC_001,0.0,2024-11-08 06:00:00,102.0,14.4238,-90.7384,957.9,99.3,24.188268661499023,172.06756591796875,142.80960083007812,104.49217987060548,152.93716430664062,70.8851318359375,57.204681396484375,45.411746978759766,61.57622528076172,32.339385986328125,27.07697868347168,22.983253479003903,28.9001407623291
